timestamp,region,service_type,usage_units,provisioned_capacity,cost_usd,availability_pct,economic_index,market_demand_index,internet_traffic_index
04-05-2023,India-South,Storage,643.76,955.01,281.23,98.89,118.71,127.66,146.89
04-05-2023,US-East,Compute,520.9,517.07,179.3,98.22,,123.68,164.69
04-05-2023,US-West,Compute,532.87,434.91,331.55,97.4,99.38,120.76,130.76
05-05-2023,US-East,Compute,,344.83,211.54,99.02,101.64,109.76,126.08
05-05-2023,Europe-North,Storage,363.32,677.9,275.26,99.84,102.19,112.65,114.06
05-05-2023,Europe-North,Storage,543.84,368.69,20.55,97.04,113.79,121.64,141.3
05-05-2023,India-South,Storage,267.62,372.5,238.4,96.6,109.47,102.47,152.48
05-05-2023,India-South,Compute,418.3,788.94,184.96,99.76,107.9,107.59,155.39
05-05-2023,US-West,Compute,458.08,681,383.37,97.48,108.45,122.96,137.02
05-05-2023,Europe-North,Compute,363.74,644.02,453.96,99.01,109.93,108.62,146.77
05-05-2023,India-South,Storage,748.91,620.29,270.96,96.5,115.55,121.23,107.23
06-05-2023,US-West,Compute,477.41,721.7,,98.14,114.27,102.25,136.47
06-05-2023,US-East,Compute,249.25,743.4,174.95,98.26,110.38,99.83,129.8
06-05-2023,Europe-North,Storage,498.26,468.34,243.31,97.83,96.76,105.3,125.16
06-05-2023,US-East,Compute,697.3,687.83,362.16,97.14,104.27,120.22,149.96
06-05-2023,India-South,Compute,507.18,621.29,307.09,97.75,113.57,119.55,130.68
06-05-2023,US-West,Storage,648.21,449.88,54.68,99.1,112.98,109.97,119.41
06-05-2023,US-East,Compute,446.95,493.03,298.26,99.89,98.8,125.27,126.05
06-05-2023,US-West,Storage,473.49,624.24,287.91,97.3,95.85,103.11,143.05
06-05-2023,US-West,Compute,527.55,561.33,222.21,98.44,106.66,134.89,134.67
07-05-2023,India-South,Storage,807.07,443.2,320.9,98.65,109.21,118.24,136.99
07-05-2023,India-South,Storage,832.41,880.77,290.19,97.29,113.25,115.68,136.54
07-05-2023,US-West,Compute,800.5,417.17,301.29,98.44,109.77,124.58,99.6
07-05-2023,Europe-North,Storage,610.9,568.43,200.86,99.6,103.92,85.79,129.15
07-05-2023,US-East,Storage,649.58,834.7,403.74,97.26,102.74,118.04,127.3
07-05-2023,Europe-North,Storage,541.09,679.23,282.22,98.79,106.62,116.91,132
07-05-2023,India-South,Compute,608.12,606.55,320.98,98.9,91.1,97.9,129.52
07-05-2023,US-East,Storage,597.71,790.34,231.99,97.9,109.4,115.14,141.13
07-05-2023,US-East,Compute,438.38,279.53,229.4,98.01,120.7,120.71,172.65
07-05-2023,India-South,Compute,648.83,640.89,135.87,96.87,108.78,128.28,117.94
07-05-2023,Europe-North,Storage,459.14,453.03,417.09,98.62,115.53,105.01,103.06
08-05-2023,Europe-North,Storage,,674.93,43.27,96.72,,126.95,133.62
08-05-2023,US-West,Compute,712.23,700.55,283.7,98.6,93.23,110.26,142.66
08-05-2023,Europe-North,Compute,539.64,414.2,260.08,98.01,111.36,104.88,160.41
08-05-2023,US-West,Compute,467.94,693.35,307.57,98.6,105.3,111.47,113.01
08-05-2023,US-East,Compute,745.96,531.72,283.93,99.03,117.75,84.35,128.05
08-05-2023,Europe-North,Compute,514.95,305.02,333.7,97.46,110.75,105.59,137.26
08-05-2023,India-South,Compute,349.43,809.4,310.55,97.16,126.32,135.87,146.62
08-05-2023,India-South,Compute,390.68,672.88,175.2,99.94,,115.72,144.26
08-05-2023,India-South,Storage,,797.64,175.76,97.81,95.69,109.64,121.44
08-05-2023,Europe-North,Compute,,757.96,361.14,99.43,107.63,100.93,129.21
08-05-2023,US-West,Compute,421,538.11,304.77,99.63,115.98,104.72,149.45
09-05-2023,US-East,Storage,545.7,637.85,412.27,99.79,105.91,102.19,150.43
09-05-2023,US-West,Storage,350.8,963.43,167.65,98.72,113.26,92.48,119.98
09-05-2023,US-West,Compute,727.16,485.42,330.69,99.27,98.8,98.9,142.05
09-05-2023,US-East,Storage,510.52,463.94,319.14,99.51,119.18,112.94,137.13
09-05-2023,US-West,Storage,772.94,684.01,309.12,98.71,96.95,107.87,157.1
09-05-2023,US-West,Storage,434.95,607.79,,97.03,96.11,104.86,132.36
09-05-2023,India-South,Compute,677.64,531.36,351.63,97.47,95.7,100.86,112.73
09-05-2023,US-West,Storage,388.03,694.27,406.11,99.77,86.54,111.59,145.74
09-05-2023,US-East,Compute,518.27,440.78,246.6,99.45,110.64,119.93,106.49
09-05-2023,Europe-North,Storage,520.57,595.38,315.08,98.85,113.79,115.17,111.13
09-05-2023,India-South,Compute,635.57,406.73,220.42,98.09,97.15,138.31,129.09
09-05-2023,US-East,Compute,797.99,483.98,206.37,96.59,99.6,123.03,142.64
09-05-2023,Europe-North,Compute,864.09,442.38,,96.76,97.61,101.26,127.44
10-05-2023,US-East,Compute,518.54,752.42,429.23,96.91,108.7,121.31,133.76
10-05-2023,Europe-North,Storage,574.41,407.33,398.13,96.64,99.1,111.52,117.39
10-05-2023,US-East,Storage,414.36,1049.72,270.31,98.04,87.64,119.87,151.78
10-05-2023,US-East,Compute,270.58,626.1,292.14,98.75,126.11,115.23,167.1
10-05-2023,Europe-North,Compute,460.34,667.53,293.11,99,108.81,73.65,141.07
10-05-2023,US-West,Compute,476.44,522.01,279.77,97.08,123.34,117.36,129.28
10-05-2023,US-West,Storage,445.56,765.04,291.41,96.94,99.11,94.72,148.63
10-05-2023,US-West,Compute,330.73,638.27,149.35,96.82,105.71,114.42,161.84
10-05-2023,Europe-North,Storage,600.6,749.4,381.08,98.14,109.33,99.64,145.39
10-05-2023,US-West,Storage,414.78,660.61,278.26,99.04,106.56,97.44,100.03
10-05-2023,US-West,Compute,334.44,620.71,474.95,97.46,117.37,84.28,125.85
10-05-2023,US-West,Compute,460.38,659.86,284.52,98.71,121.01,122.9,110.97
11-05-2023,US-East,Compute,380.91,684.16,346.39,99.12,,111.43,107.44
11-05-2023,US-West,Compute,550.08,590.53,377.46,98.04,105.57,108.57,123.01
11-05-2023,Europe-North,Storage,601.21,656.46,396.91,99.84,,103.29,120.29
11-05-2023,India-South,Storage,338.49,880.59,259.37,99.53,90.93,95.6,162.97
11-05-2023,US-East,Compute,490.85,642.13,357.3,98.86,94.11,83.03,118.56
11-05-2023,US-East,Storage,657.66,539.46,89.76,99.66,,104.73,115.38
11-05-2023,Europe-North,Storage,397.35,569.4,,97.78,93.95,118.8,110.74
11-05-2023,US-East,Storage,597.66,721.44,95.83,97.77,118.37,101.33,144.54
11-05-2023,Europe-North,Storage,645.65,667.71,138.44,96.57,93.46,89.3,123.65
12-05-2023,Europe-North,Compute,546,919.63,197.58,96.63,101.62,121.4,129.21
12-05-2023,Europe-North,Storage,,565.64,298.68,99.46,113.66,109.28,144.33
12-05-2023,US-East,Storage,638.69,783.23,285.52,96.91,115.27,98.72,116.56
12-05-2023,US-West,Storage,516.13,711.24,195.28,98.79,106.18,118.12,119.93
12-05-2023,US-West,Storage,501.24,706.49,215.2,96.57,105.01,134.46,145.53
12-05-2023,US-East,Compute,450.25,629.07,264.26,99.68,96.91,113.11,154.58
12-05-2023,US-East,Storage,552.34,700.19,169.88,97.87,114.44,105.41,157.19
12-05-2023,Europe-North,Compute,591.58,572.69,320.4,96.62,87.73,121.3,130.31
13-05-2023,US-West,Storage,471.36,674.57,231.35,97.7,104.91,104.2,139.8
13-05-2023,US-West,Storage,513.4,612.64,,98.17,103.03,106.67,149.57
13-05-2023,Europe-North,Compute,665.4,449.88,287.96,97.84,,93.69,118.03
13-05-2023,US-West,Storage,484.06,613.22,203.32,99.67,115.39,127.58,140.71
13-05-2023,US-East,Storage,353.82,690.15,239.66,98.8,115.88,123.97,136.23
13-05-2023,Europe-North,Compute,536,387.79,240.97,99.65,110.5,123.38,104.57
14-05-2023,US-East,Storage,472.41,887.68,280.26,96.66,112.26,106.65,105.78
14-05-2023,US-East,Storage,673.76,685.98,227.19,97.04,94.76,118.87,144.56
14-05-2023,Europe-North,Compute,412.81,695.18,254.75,97.81,100.98,119.74,130.59
14-05-2023,US-East,Storage,683.23,836.79,147.11,98.69,,119.8,140.51
14-05-2023,India-South,Compute,428.52,461.32,160.36,97.55,,117.87,115.72
14-05-2023,Europe-North,Compute,517.32,692.54,237.8,99.03,115,116.56,155.17
14-05-2023,US-East,Compute,,801.5,142.84,97.99,105.92,98.97,111.36
14-05-2023,US-East,Compute,587.04,434.17,312.49,99.96,125.19,105.38,138.28
15-05-2023,US-West,Storage,306.14,782.49,115.65,98.12,99.27,104.43,126.38
15-05-2023,US-East,Storage,359.77,610.82,,97.71,106.63,110.62,138.39
15-05-2023,India-South,Compute,726.96,591.69,279.63,96.75,104.22,128.26,127.63
15-05-2023,US-East,Compute,377.42,1046.91,241.98,99.59,95.64,115.57,123.36
15-05-2023,US-East,Compute,679.95,744.57,363.71,99.17,,112.24,127.74
15-05-2023,US-West,Compute,528.01,882.67,296.17,99.54,103.47,117.58,142.63
16-05-2023,Europe-North,Compute,568.08,685.55,261.8,98.85,111.36,123.29,136.19
16-05-2023,US-West,Compute,533.15,801.51,411.21,98.05,102.38,118.59,113.09
16-05-2023,US-West,Storage,558.67,538.59,306.4,97.04,93.97,122.63,134.85
16-05-2023,Europe-North,Storage,503.16,500.66,183.15,98.51,91.34,97.15,124.29
16-05-2023,Europe-North,Compute,528.74,811.58,224.45,98.08,115.74,111.29,131.16
17-05-2023,Europe-North,Storage,391.47,643.74,254.2,97.18,97.54,108.44,116.84
17-05-2023,US-West,Storage,231.34,801.99,235.16,98.17,93.72,139.02,103.4
17-05-2023,Europe-North,Storage,660.11,669.73,324.28,99.28,104.98,108.05,137.76
17-05-2023,US-East,Storage,532.13,673.59,174.39,96.61,104.91,106.41,127.09
17-05-2023,US-West,Compute,308.98,488.01,282.51,97.79,106.38,93.57,108.05
17-05-2023,US-West,Storage,500.48,569.91,30.22,97.68,,113.47,145.07
17-05-2023,US-East,Storage,803.19,692.29,129.67,99.02,102.37,118.57,95.06
17-05-2023,India-South,Compute,305.28,608.27,,98.74,,113.26,138.25
17-05-2023,US-West,Compute,743.19,195.9,146.45,97.64,111.6,132.67,134.13
17-05-2023,Europe-North,Storage,390.36,566.98,160.51,97,98.69,107.59,134.92
17-05-2023,US-West,Storage,525,470.11,118.58,97.18,106.8,107.71,130.78
17-05-2023,US-West,Storage,488.27,638.03,221.63,98.23,100.06,88.06,126.93
17-05-2023,US-West,Compute,376.39,745.44,364.89,97.95,115.86,117.58,124.31
17-05-2023,US-East,Compute,583.72,529.36,252.97,98.36,91.15,96.02,95.77
18-05-2023,US-West,Storage,501.03,848.72,304.7,97.66,102.35,112.54,138.93
18-05-2023,US-West,Storage,452.02,810.35,81.58,96.58,120.67,103.76,113.64
18-05-2023,Europe-North,Storage,596.43,545.64,122.49,99.34,114.83,116.75,147.65
18-05-2023,Europe-North,Storage,426.29,820.22,274.08,99.73,113.44,129.97,123.02
18-05-2023,Europe-North,Storage,474.52,682.5,216.01,99.73,111.64,106.46,110.65
18-05-2023,US-East,Storage,317.2,677.09,162.81,97.88,90.47,110.73,122.79
18-05-2023,US-East,Compute,533.06,681.24,196.82,98.24,103.71,120.06,145.85
19-05-2023,US-East,Compute,361.29,468.21,160.05,97.46,107.42,140.36,115.11
19-05-2023,US-East,Compute,542.88,568.57,450.3,97.22,92.8,119.28,140.72
19-05-2023,US-West,Storage,590.9,569.89,,99.59,98.15,113.79,144.87
19-05-2023,US-West,Storage,548.25,978.11,309.24,99.16,105.6,99.42,118.53
19-05-2023,Europe-North,Compute,504.36,556.99,39.12,98.93,105.04,113.74,121.58
19-05-2023,US-West,Storage,777.23,945.45,214.9,99.53,102.39,85.93,121.75
19-05-2023,US-East,Storage,602.66,548.32,324.97,97.98,94.42,111.26,143.16
19-05-2023,US-East,Storage,802.73,706.19,348.14,97.78,124.1,93.23,128.53
19-05-2023,India-South,Storage,627.87,917.71,338.18,98.96,,118.69,131.57
20-05-2023,India-South,Compute,431.84,544.07,162.19,99.34,96.29,102.53,141.74
20-05-2023,US-East,Storage,465.41,767.01,209.46,99.58,99.4,102.3,150.2
20-05-2023,US-West,Compute,,571.17,120.37,99.73,114.45,102.08,111.85
20-05-2023,US-East,Compute,266.18,832.81,200.03,97.27,105.25,112.8,144.11
20-05-2023,India-South,Compute,456.9,446.69,200.68,97.69,107.45,115.13,126.86
20-05-2023,US-West,Storage,677.62,647.99,315.24,97.62,107.83,126.94,110.19
20-05-2023,Europe-North,Storage,486.22,624.74,311.16,98.84,111.58,95.89,167.49
21-05-2023,India-South,Compute,258.66,745.42,238.23,98.52,105.03,114.74,152.89
21-05-2023,US-East,Storage,488.55,681.17,400.84,96.92,97.95,111.35,141.56
21-05-2023,US-East,Storage,647.89,961.45,227.95,98.99,,96.74,146.16
21-05-2023,India-South,Compute,480.33,876.17,137.83,97.34,115.6,116.41,128.74
21-05-2023,Europe-North,Compute,568.01,536.41,282.19,98.83,,130.92,109.7
21-05-2023,US-East,Compute,644.85,757.8,232.3,97.85,98.43,135.56,122.18
21-05-2023,US-West,Storage,631.85,820.82,402.23,97.51,107.6,104.91,141.46
21-05-2023,India-South,Compute,567.5,367.16,257.31,99.21,116.47,113.17,140.73
21-05-2023,Europe-North,Compute,553.15,809.61,289.42,97.96,113.6,88.63,158.33
21-05-2023,US-West,Storage,631.55,863.4,,99.07,105.46,114.2,156.25
21-05-2023,US-West,Storage,586.4,537.65,124.98,99.09,109.69,100.84,123.84
21-05-2023,US-West,Compute,509.88,750.18,203.59,97.02,,120.39,148.94
21-05-2023,US-West,Storage,693.11,971.88,292.94,96.51,108.96,102.03,151.75
21-05-2023,Europe-North,Storage,551.73,528.06,209.83,98.29,96.83,114.37,119.81
22-05-2023,Europe-North,Storage,562.12,384.92,260.62,97.39,109.09,125.16,133.78
22-05-2023,Europe-North,Storage,405.59,666.57,209.3,96.51,102.4,99.23,113.89
22-05-2023,US-East,Compute,623.17,642.8,,97.12,111.43,121.88,124.43
22-05-2023,India-South,Storage,599.53,524.03,94.21,97.3,96.08,125.34,126.57
22-05-2023,India-South,Storage,395.17,732.25,,99.35,123.59,117.64,127.49
23-05-2023,Europe-North,Compute,573.91,440.44,354.62,96.89,110.25,99.46,129.46
23-05-2023,US-East,Storage,358.84,243.78,240.64,99.45,115.34,117.05,111.17
23-05-2023,US-West,Storage,470.66,592.7,197.18,99.77,96.13,91.6,139.26
23-05-2023,Europe-North,Compute,447.41,712.31,232.6,98.61,99.14,121.67,123.58
23-05-2023,Europe-North,Storage,683.35,326.74,367.53,97.87,113.2,112.36,155.67
23-05-2023,Europe-North,Compute,513.78,683.54,204.76,96.56,95.76,101.4,115.44
23-05-2023,US-West,Storage,250.34,878.95,414.62,99.47,115.06,98.54,152.86
23-05-2023,US-East,Compute,253.37,678.66,,98.66,106.26,111.14,136.45
23-05-2023,India-South,Compute,555.79,745.9,,97.93,99.81,123.21,136.91
23-05-2023,Europe-North,Storage,553.01,572.9,157.79,99.05,97.33,117.71,139.24
23-05-2023,US-West,Compute,457.74,600.91,262.85,97.58,122,120.1,113.98
24-05-2023,US-East,Storage,470.53,652.72,368.04,98.83,107.27,102.53,130.35
24-05-2023,Europe-North,Storage,430.33,554.77,216.42,98.46,97.19,115.53,131.81
24-05-2023,India-South,Compute,472.46,717.75,290.04,98.12,101.82,122.39,131.94
24-05-2023,Europe-North,Storage,238.47,522.27,,96.79,91.13,84.92,107.67
24-05-2023,Europe-North,Storage,540.73,599.44,297.96,99.42,113.46,108.88,99.62
24-05-2023,US-West,Compute,576.31,617.88,73.78,98.82,79.22,110.45,155.76
24-05-2023,Europe-North,Compute,520.22,524.04,317.23,98.68,108.05,103.15,132.28
24-05-2023,US-West,Storage,501.55,742.28,230.65,99.09,113.38,106.01,96.47
24-05-2023,US-East,Compute,571.45,744.83,375.33,97.96,107.89,114.49,133.67
24-05-2023,US-East,Storage,548.92,820.4,239.3,96.84,103.34,115.75,126.27
24-05-2023,US-East,Compute,635.75,945.87,183.59,99.73,112.09,102.26,127.96
25-05-2023,US-West,Compute,654.6,657.39,149.81,98.1,96.47,99.35,147.03
25-05-2023,India-South,Storage,625.74,515.94,243.18,99.73,98.7,110.56,124.09
25-05-2023,US-West,Storage,450.58,568.09,124.29,99.6,118.04,103.68,149.29
25-05-2023,US-East,Compute,425.1,591.5,296.69,96.98,114.34,114.48,149.68
25-05-2023,US-East,Storage,575.07,443.77,324.5,98.09,109.68,108.82,147.19
25-05-2023,Europe-North,Storage,306.03,516.66,188.12,98.65,100.28,80.55,120.07
25-05-2023,India-South,Storage,549.58,569.69,196.32,97.43,97.72,108.64,135.08
25-05-2023,Europe-North,Compute,549.76,399.63,77.8,98.97,104.37,110.17,99.81
25-05-2023,US-West,Storage,541.68,605.15,176.42,96.94,95.8,116.2,130.76
26-05-2023,US-East,Compute,554.66,598.78,452.46,96.94,96.78,128.88,157.54
26-05-2023,US-East,Compute,604.68,468.26,275.64,98.84,114.96,100.51,116.95
26-05-2023,US-East,Compute,579.74,488.69,139.66,98.64,118.36,106.96,153.81
26-05-2023,US-East,Compute,618.5,862.23,174.89,97.12,102.24,107.2,121.27
26-05-2023,Europe-North,Storage,546.09,647.49,497.06,99.92,,115.69,118.51
26-05-2023,India-South,Compute,357.44,576.4,115.42,96.92,106.01,133.14,124.92
26-05-2023,US-East,Storage,536.77,668.64,179.56,96.67,103.9,118.32,112.05
26-05-2023,Europe-North,Storage,554.39,504.19,162.34,97.86,103.79,109.59,141.02
26-05-2023,Europe-North,Storage,639.28,964.29,101.01,98.22,111.57,123.62,156.28
26-05-2023,India-South,Storage,283.83,397.33,277.94,99.01,114.47,123.1,167.43
27-05-2023,Europe-North,Storage,563.9,658.07,353.88,98.54,98.72,105.06,111.37
27-05-2023,US-West,Storage,327.85,619.56,,99.24,90.76,107.87,131.3
27-05-2023,Europe-North,Storage,454.88,602.74,365.79,99.59,110.92,102.21,129.67
27-05-2023,US-West,Compute,315.16,446.58,191.8,97.87,116.24,111.69,130.3
27-05-2023,India-South,Storage,325.32,338.62,190.53,98.51,98.76,102.54,111.59
27-05-2023,US-East,Compute,639.65,681.58,145.37,96.72,126,110.5,117.36
27-05-2023,India-South,Storage,488.33,609.04,141.67,98.73,,122.28,137.43
27-05-2023,Europe-North,Compute,426.43,790.02,361.35,96.92,109.82,111.42,98.56
27-05-2023,US-West,Storage,495.17,342.06,317.79,99.57,108.13,101.74,133.2
27-05-2023,US-West,Storage,,671.02,365.58,97.45,109.2,97.66,108.56
27-05-2023,Europe-North,Compute,680.71,729.89,245.74,99.81,91.59,105.49,121.79
27-05-2023,US-East,Storage,555.54,524.52,244.7,99.44,114.31,86.01,145.55
27-05-2023,US-East,Compute,519.05,842.07,336.38,99.95,102.15,108.76,143.82
28-05-2023,US-East,Storage,543.33,960.4,282.92,99.57,103.21,93.65,128.76
28-05-2023,Europe-North,Compute,622.45,937.86,,98.43,89.6,93.35,146.08
28-05-2023,India-South,Compute,619.22,568.93,257.79,99.46,93.21,113.9,115.09
28-05-2023,US-West,Compute,287.53,640.36,272.79,98.07,95.89,105.62,135.46
28-05-2023,Europe-North,Storage,,840.95,203.08,99.19,115.21,109.87,128.27
28-05-2023,US-West,Compute,285.43,583.06,343.52,96.71,104.28,121.03,117.26
28-05-2023,India-South,Compute,491.71,685.66,176.45,97.87,109.12,98.25,126.98
28-05-2023,Europe-North,Storage,370.01,648.6,168.22,97.05,103.1,110.69,136.98
28-05-2023,Europe-North,Compute,502.25,734.14,333.05,98.88,104.11,119.58,116.03
28-05-2023,US-West,Compute,511.16,576.02,260.8,99.71,109.63,119.33,105.12
29-05-2023,India-South,Storage,476.78,739.19,388.58,98.19,122.14,103.38,149.95
29-05-2023,Europe-North,Storage,740.74,473.17,,97.52,100.54,115.98,128.04
29-05-2023,India-South,Storage,537,799.37,227.16,97.3,91.87,111.16,125.69
29-05-2023,Europe-North,Compute,767.3,577.02,273.91,98.02,109.65,82.21,138.14
29-05-2023,India-South,Compute,226.78,757.72,136.7,99.57,88.57,105.25,119.45
29-05-2023,US-West,Storage,380.29,525.96,253.34,97.79,80.95,127.03,139.19
29-05-2023,Europe-North,Storage,410.4,642.9,,96.52,109.38,97.73,146.48
29-05-2023,US-West,Storage,458.12,512.42,145.46,97.5,101.31,101.5,125.3
29-05-2023,India-South,Compute,454.3,858.29,266.62,99.35,101.86,103.97,127.52
29-05-2023,US-East,Storage,519.3,542.5,287.42,98.75,92.5,130.31,149.01
30-05-2023,Europe-North,Compute,503.68,709.62,273.87,98.04,101.72,116.94,135.25
30-05-2023,US-East,Storage,498.73,391.51,194.49,97.17,87.88,109.02,122.47
30-05-2023,US-East,Storage,430.95,917.47,279.32,98.59,115.23,101.01,104.64
30-05-2023,US-West,Storage,685.17,705,267.9,97.52,,113.77,118.04
31-05-2023,US-West,Compute,478.98,785.52,117.24,98.38,93.51,102.72,138.27
31-05-2023,US-West,Storage,518.15,595.24,396.93,97.72,99.62,105.3,113.19
31-05-2023,Europe-North,Compute,,623.97,178.35,97.92,97.8,98.57,102.5
31-05-2023,US-West,Storage,276.68,486.73,,98.58,92.65,121.8,137.15
31-05-2023,US-West,Storage,583.69,286.65,141.74,99.17,95.47,124.53,127.6
31-05-2023,Europe-North,Compute,562.15,549.56,337.82,99.32,109.65,105.91,133.25
31-05-2023,Europe-North,Compute,670.8,697.8,207.97,97.78,121.69,111.67,135.53
01-06-2023,Europe-North,Storage,644.98,865.79,293.98,99.62,113.03,121.36,125.66
01-06-2023,India-South,Storage,527.46,735.18,248.64,98.36,,117.11,115.45
01-06-2023,US-West,Compute,279.27,642.43,177.21,96.87,107.31,93.69,132.71
01-06-2023,US-East,Storage,817.67,777.24,318.01,98.91,117.59,113.22,121.73
01-06-2023,India-South,Storage,487.29,723.07,197.92,96.91,89.67,114.66,138.57
02-06-2023,India-South,Compute,450.51,572.02,100.77,98.42,96.9,122.75,137.65
02-06-2023,Europe-North,Storage,513.23,601.76,271.12,97.2,101.27,110.2,121.68
02-06-2023,US-West,Storage,222.95,577.28,214.42,98.87,100.07,108.94,103.6
02-06-2023,Europe-North,Storage,390.34,554.23,373.97,97.15,101.68,111.84,133.92
02-06-2023,US-East,Compute,648.62,807.3,328.17,99.27,100.15,107.19,100.34
02-06-2023,US-East,Compute,702.34,720.09,195.45,98.78,105.6,124.08,120
02-06-2023,India-South,Storage,510.71,403.47,255.91,99.16,106.77,100.65,117.85
02-06-2023,US-East,Compute,625.81,644.76,158.77,97.5,102.22,113.05,120.14
03-06-2023,US-West,Compute,656.54,712.08,206.9,96.87,107.09,95.81,128.88
03-06-2023,US-West,Storage,767.65,515.36,186.77,96.62,101.49,108.22,122.66
03-06-2023,US-West,Compute,562.91,512.14,341.77,99.92,114.36,110.83,127.07
03-06-2023,US-West,Compute,454.24,406.4,229.2,97.7,96.62,101.64,120.63
03-06-2023,US-East,Compute,239.85,839.89,338.99,96.64,104.72,125.18,147.58
03-06-2023,India-South,Compute,403.18,361.33,246.62,98.66,94.4,114.68,140.72
03-06-2023,India-South,Compute,485.15,558.11,241.64,97.16,99.28,103.35,139.09
03-06-2023,US-West,Compute,,327,200.18,99.17,107.83,115.89,121.84
03-06-2023,Europe-North,Compute,576.22,656.58,347.47,98.59,98.95,105.26,124.57
03-06-2023,US-East,Storage,576.73,658.94,168.25,98.65,117.36,120.08,124.61
03-06-2023,US-West,Compute,465.21,478.69,97.47,98.47,105.51,113.88,115.2
03-06-2023,US-East,Storage,309.05,334.67,305.98,98.34,107.22,131.12,130.79
03-06-2023,Europe-North,Storage,,979.53,392.32,98.27,103.25,115.73,140.58
03-06-2023,Europe-North,Storage,477.01,576.39,261.04,99.79,106.97,110.74,138
03-06-2023,US-East,Compute,645.05,726.6,111.13,99.79,104.09,130.35,146.55
04-06-2023,Europe-North,Compute,757.76,714.85,200.76,97.11,87.32,131.48,123.22
04-06-2023,US-East,Compute,409.31,770.86,202.07,98.19,108.59,122.48,157.57
04-06-2023,India-South,Storage,417.82,312.83,355.32,98.02,111.17,124.86,150.49
04-06-2023,US-East,Storage,716.48,666.82,336.15,96.57,119.32,99.07,89
04-06-2023,US-West,Compute,511.52,660.81,372.45,99.74,104.29,100.69,134.67
04-06-2023,US-East,Storage,525.65,524.57,302.23,99.03,109.68,120.04,128.98
04-06-2023,US-West,Compute,484.3,674.79,319.21,98.48,114.99,119.23,140.66
04-06-2023,US-East,Storage,615.03,782.27,,99.18,106.15,103.93,111.79
05-06-2023,US-West,Compute,380.97,549.53,489.73,97.71,113.26,100.78,146.8
05-06-2023,US-West,Compute,389.69,779.87,326.76,99.53,93.98,104.33,142.74
05-06-2023,India-South,Storage,746.81,718.7,257.61,98.71,109.39,128.95,139.23
05-06-2023,India-South,Compute,328.95,759.77,216.28,99.56,104.8,122.98,134.85
05-06-2023,US-West,Storage,523.12,629.26,208.43,97.68,108.94,91.42,130.2
05-06-2023,India-South,Compute,477.38,611.11,305.62,99.61,99.62,126.72,113.58
05-06-2023,India-South,Storage,549.98,508.62,215.35,99.16,113.45,131.22,115.57
05-06-2023,US-West,Storage,715.86,911.52,,99.77,113.32,108.5,119.25
05-06-2023,US-East,Storage,399.78,537.29,242.75,96.89,110.2,108.59,150.71
05-06-2023,US-West,Storage,388.19,734.44,284.99,99.78,98.07,128.22,124
05-06-2023,Europe-North,Compute,434.54,868.4,238.06,97.53,118.59,90.95,134.12
05-06-2023,India-South,Compute,596.77,592.35,118.89,99.74,101.77,118.94,161.13
05-06-2023,Europe-North,Storage,485.52,861.85,389.16,97.3,105.79,121.52,102.72
05-06-2023,US-East,Compute,445.39,634.6,,97.61,,106.82,111.98
06-06-2023,India-South,Storage,302.99,771.85,198.79,97.69,101.58,103.06,122.22
06-06-2023,Europe-North,Storage,,755.74,185.19,97.75,102.51,104.5,152.13
06-06-2023,Europe-North,Storage,658.96,699.26,309.93,99.54,107.7,106.53,128.94
06-06-2023,US-West,Storage,611.29,860.81,184.79,97.85,105.18,96.38,104.91
06-06-2023,Europe-North,Storage,424.9,538.72,346.12,97.29,88.27,97.69,121.32
06-06-2023,US-East,Storage,561.93,553.57,349.64,98.66,92.7,103.47,123.33
06-06-2023,US-West,Storage,389.57,874.16,195.87,99.85,106.71,105.43,111.52
07-06-2023,India-South,Compute,451.65,558.02,257.71,99.92,115.45,113.73,122.24
07-06-2023,US-East,Storage,592.89,700.15,347.88,97.31,114.65,113.44,117.81
07-06-2023,India-South,Storage,760.12,612.48,203.57,98.97,112.28,118.65,125
07-06-2023,US-East,Compute,652.01,951.6,98.51,96.69,96.97,96.82,127.76
08-06-2023,US-West,Compute,478.91,627.46,184.29,99.77,116.43,117.31,134.12
08-06-2023,US-East,Compute,474.22,705.93,272.08,99.83,106.06,107.6,139.95
08-06-2023,Europe-North,Compute,743.75,599.5,373.17,98.8,97.68,102.89,108
08-06-2023,US-East,Storage,342.03,526.69,299.48,97.21,106.28,109.62,149.63
08-06-2023,US-East,Compute,653.55,801.61,20.02,99.77,112.57,114.37,143.64
08-06-2023,Europe-North,Storage,747.79,454.17,88.62,98.7,96.76,143.17,96.31
08-06-2023,India-South,Storage,607.34,653.14,220.01,97.37,101.63,105.62,158.38
08-06-2023,US-East,Storage,582.09,601.92,225.64,97.23,94.7,111.86,126.87
08-06-2023,India-South,Compute,573.87,756.3,277.46,99.16,118.55,108.9,143.92
09-06-2023,US-West,Compute,409.38,448.4,208.18,99.48,107.46,116.8,122.6
09-06-2023,India-South,Compute,503.26,604.33,372.96,97.16,99.45,118.32,115.54
09-06-2023,US-West,Compute,444,732.42,305.24,98.23,100.72,98.23,115.15
09-06-2023,Europe-North,Storage,487.2,538.12,341.38,99.75,103.43,94.07,152.11
09-06-2023,US-East,Storage,511.46,822.07,236.01,97.64,104.19,105.8,157.68
